id,variant_group,variant_num,skip,chapter,chapter_label,chapter_name,chapter_icon,topic,topic_label,topic_icon,cat,cat_label,pts,millionaire_val,difficulty,type,tags,q,option_a,option_b,option_c,option_d,answer,answer_raw,answer_display,answer_sig_figs,tolerance,unit,given_keys,given_vals_display,hint,sol_1,sol_2,sol_3,sol_4,notes,visual_type,visual_params,,
ch9-gayl-1000-005,ch9-gayl-1000,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Gay-Lussac's Law,gayl,1000,8000,4,numeric,calculation|multi-step|gas-laws,A rigid tank holds gas at 1.00 atm and 25°C. After sitting in the sun the pressure is 50% higher. What temperature (°C) did the tank reach?,,,,,,174,174,3,2,°C,P₁|T₁|% increase,1.00 atm|25°C = 298 K|50%,P₂ = P₁ × (1 + 50/100). Then T₂(K) = 298 × P₂/P₁. Convert to °C.,P₂ = 1.00 × 1.50 = 1.50 atm,T₂(K) = 298 × 1.50 / 1.00 = 472 K,T₂ = 472 − 273 = 174°C,,,,,,
ch9-comb-200-001,ch9-comb-200,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,200,500,1,mc,conceptual|gas-laws,The Combined Gas Law formula is:,PV = nRT,P₁V₁/T₁ = P₂V₂/T₂,V₁/T₁ = V₂/T₂,P₁V₁ = P₂V₂,P₁V₁/T₁ = P₂V₂/T₂,,,,,,,,"It combines Boyle's, Charles's, and Gay-Lussac's laws into one.",Combined Gas Law: P₁V₁/T₁ = P₂V₂/T₂,T constant → Boyle's Law  |  P constant → Charles's Law  |  V constant → Gay-Lussac's Law,,,,,,,
ch9-comb-400-001,ch9-comb-400,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,400,1000,3,numeric,calculation|gas-laws,"A gas at 1.00 atm, 6.00 L, 27°C changes to 2.00 atm and 127°C. Find the new volume.",,,,,,4,4,3,0.1,L,P₁|V₁|T₁|P₂|T₂,1.00 atm|6.00 L|300 K|2.00 atm|400 K,V₂ = P₁V₁T₂ / (P₂T₁),P₁V₁/T₁ = P₂V₂/T₂  →  V₂ = (P₁ × V₁ × T₂) / (P₂ × T₁),V₂ = (1.00 × 6.00 × 400) / (2.00 × 300) = 4.00 L,,,,,,,
ch9-comb-400-002,ch9-comb-400,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,400,1000,3,numeric,calculation|gas-laws,"A gas at 2.00 atm, 3.00 L, 27°C changes to 1.00 atm and 327°C. Find the new volume.",,,,,,12,12,3,0.1,L,P₁|V₁|T₁|P₂|T₂,2.00 atm|3.00 L|300 K|1.00 atm|600 K,V₂ = P₁V₁T₂ / (P₂T₁),P₁V₁/T₁ = P₂V₂/T₂  →  V₂ = (P₁ × V₁ × T₂) / (P₂ × T₁),V₂ = (2.00 × 3.00 × 600) / (1.00 × 300) = 12.0 L,,,,,,,
ch9-comb-400-003,ch9-comb-400,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,400,1000,3,numeric,calculation|gas-laws,"A gas at 1.50 atm, 8.00 L, 27°C changes to 3.00 atm and 327°C. Find the new volume.",,,,,,8,8,3,0.1,L,P₁|V₁|T₁|P₂|T₂,1.50 atm|8.00 L|300 K|3.00 atm|600 K,V₂ = P₁V₁T₂ / (P₂T₁),P₁V₁/T₁ = P₂V₂/T₂  →  V₂ = (P₁ × V₁ × T₂) / (P₂ × T₁),V₂ = (1.50 × 8.00 × 600) / (3.00 × 300) = 8.00 L,,,,,,,
ch9-comb-400-004,ch9-comb-400,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,400,1000,3,numeric,calculation|gas-laws,"A gas at 1.00 atm, 4.00 L, 0°C changes to 2.00 atm and 273°C. Find the new volume.",,,,,,4,4,3,0.1,L,P₁|V₁|T₁|P₂|T₂,1.00 atm|4.00 L|273 K|2.00 atm|546 K,V₂ = P₁V₁T₂ / (P₂T₁),P₁V₁/T₁ = P₂V₂/T₂  →  V₂ = (P₁ × V₁ × T₂) / (P₂ × T₁),V₂ = (1.00 × 4.00 × 546) / (2.00 × 273) = 4.00 L,,,,,,,
ch9-comb-400-005,ch9-comb-400,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,400,1000,3,numeric,calculation|gas-laws,"A gas at 3.00 atm, 2.00 L, 57°C changes to 1.00 atm and 57°C. Find the new volume.",,,,,,6,6,3,0.1,L,P₁|V₁|T₁|P₂|T₂,3.00 atm|2.00 L|330 K|1.00 atm|330 K,V₂ = P₁V₁T₂ / (P₂T₁),P₁V₁/T₁ = P₂V₂/T₂  →  V₂ = (P₁ × V₁ × T₂) / (P₂ × T₁),V₂ = (3.00 × 2.00 × 330) / (1.00 × 330) = 6.00 L,,,,,,,
ch9-comb-600-001,ch9-comb-600,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,600,2000,3,numeric,calculation|STP|gas-laws,"A gas occupies 600 mL at 836 mmHg and 27°C. What volume does it occupy at STP (0°C, 760 mmHg)?",,,,,,547,547,3,15,mL,P₁|V₁|T₁|P₂ (STP)|T₂ (STP),836 mmHg|600 mL|300 K|760 mmHg|273 K,STP = 0°C (273 K) and 760 mmHg. V₂ = P₁V₁T₂ / (P₂T₁),V₂ = (836 × 600 × 273) / (760 × 300) = 547 mL,,,,,,,,
ch9-comb-600-002,ch9-comb-600,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,600,2000,3,numeric,calculation|STP|gas-laws,"A gas occupies 500 mL at 912 mmHg and 57°C. What volume does it occupy at STP (0°C, 760 mmHg)?",,,,,,390,390,3,15,mL,P₁|V₁|T₁|P₂ (STP)|T₂ (STP),912 mmHg|500 mL|330 K|760 mmHg|273 K,STP = 0°C (273 K) and 760 mmHg. V₂ = P₁V₁T₂ / (P₂T₁),V₂ = (912 × 500 × 273) / (760 × 330) = 390 mL,,,,,,,,
ch9-comb-600-003,ch9-comb-600,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,600,2000,3,numeric,calculation|STP|gas-laws,"A gas occupies 800 mL at 760 mmHg and 27°C. What volume does it occupy at STP (0°C, 760 mmHg)?",,,,,,730,730,3,15,mL,P₁|V₁|T₁|P₂ (STP)|T₂ (STP),760 mmHg|800 mL|300 K|760 mmHg|273 K,STP = 0°C (273 K) and 760 mmHg. V₂ = P₁V₁T₂ / (P₂T₁),V₂ = (760 × 800 × 273) / (760 × 300) = 730 mL,,,,,,,,
ch9-comb-600-004,ch9-comb-600,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,600,2000,3,numeric,calculation|STP|gas-laws,"A gas occupies 400 mL at 1140 mmHg and 127°C. What volume does it occupy at STP (0°C, 760 mmHg)?",,,,,,299,299,3,12,mL,P₁|V₁|T₁|P₂ (STP)|T₂ (STP),1140 mmHg|400 mL|400 K|760 mmHg|273 K,STP = 0°C (273 K) and 760 mmHg. V₂ = P₁V₁T₂ / (P₂T₁),V₂ = (1140 × 400 × 273) / (760 × 400) = 299 mL,,,,,,,,
ch9-comb-600-005,ch9-comb-600,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,600,2000,3,numeric,calculation|STP|gas-laws,"A gas occupies 900 mL at 608 mmHg and 0°C. What volume does it occupy at STP (0°C, 760 mmHg)?",,,,,,650,650,3,15,mL,P₁|V₁|T₁|P₂ (STP)|T₂ (STP),608 mmHg|900 mL|273 K|760 mmHg|273 K,STP = 0°C (273 K) and 760 mmHg. V₂ = P₁V₁T₂ / (P₂T₁),V₂ = (608 × 900 × 273) / (760 × 273) = 650 mL,,,,,,,,
ch9-comb-800-001,ch9-comb-800,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,800,4000,4,numeric,calculation|real-world|gas-laws,"A weather balloon holds 10.0 L at 1.00 atm and 27°C at ground level. At altitude, pressure drops to 0.250 atm and temperature falls to -23°C. What is the new volume?",,,,,,40,40,3,0.5,L,P₁|V₁|T₁|P₂|T₂,1.00 atm|10.0 L|300 K|0.250 atm|250 K,Careful: T₂ = -23°C = 250 K (negative Celsius is still positive Kelvin!),T₁ = 300 K   T₂ = 250 K (do NOT skip the Kelvin conversion for negative °C),V₂ = (1.00 × 10.0 × 250) / (0.250 × 300) = 40.0 L,,,,,,,
ch9-comb-800-002,ch9-comb-800,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,800,4000,4,numeric,calculation|real-world|gas-laws,"A weather balloon holds 12.0 L at 1.00 atm and 27°C at ground level. At altitude, pressure drops to 0.300 atm and temperature falls to -33°C. What is the new volume?",,,,,,40,40,3,0.5,L,P₁|V₁|T₁|P₂|T₂,1.00 atm|12.0 L|300 K|0.300 atm|240 K,Careful: T₂ = -33°C = 240 K (negative Celsius is still positive Kelvin!),T₁ = 300 K   T₂ = 240 K (do NOT skip the Kelvin conversion for negative °C),V₂ = (1.00 × 12.0 × 240) / (0.300 × 300) = 40.0 L,,,,,,,
ch9-comb-800-003,ch9-comb-800,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,800,4000,4,numeric,calculation|real-world|gas-laws,"A weather balloon holds 8.00 L at 1.00 atm and 17°C at ground level. At altitude, pressure drops to 0.200 atm and temperature falls to -33°C. What is the new volume?",,,,,,40,40,3,0.5,L,P₁|V₁|T₁|P₂|T₂,1.00 atm|8.00 L|290 K|0.200 atm|240 K,Careful: T₂ = -33°C = 240 K (negative Celsius is still positive Kelvin!),T₁ = 290 K   T₂ = 240 K (do NOT skip the Kelvin conversion for negative °C),V₂ = (1.00 × 8.00 × 240) / (0.200 × 290) = 40.0 L,,,,,,,
ch9-comb-800-004,ch9-comb-800,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,800,4000,4,numeric,calculation|real-world|gas-laws,"A weather balloon holds 15.0 L at 1.00 atm and 27°C at ground level. At altitude, pressure drops to 0.250 atm and temperature falls to -23°C. What is the new volume?",,,,,,60,60,3,0.5,L,P₁|V₁|T₁|P₂|T₂,1.00 atm|15.0 L|300 K|0.250 atm|250 K,Careful: T₂ = -23°C = 250 K (negative Celsius is still positive Kelvin!),T₁ = 300 K   T₂ = 250 K (do NOT skip the Kelvin conversion for negative °C),V₂ = (1.00 × 15.0 × 250) / (0.250 × 300) = 60.0 L,,,,,,,
ch9-comb-800-005,ch9-comb-800,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,800,4000,4,numeric,calculation|real-world|gas-laws,"A weather balloon holds 6.00 L at 1.00 atm and 57°C at ground level. At altitude, pressure drops to 0.200 atm and temperature falls to -13°C. What is the new volume?",,,,,,30,30,3,0.5,L,P₁|V₁|T₁|P₂|T₂,1.00 atm|6.00 L|330 K|0.200 atm|260 K,Careful: T₂ = -13°C = 260 K (negative Celsius is still positive Kelvin!),T₁ = 330 K   T₂ = 260 K (do NOT skip the Kelvin conversion for negative °C),V₂ = (1.00 × 6.00 × 260) / (0.200 × 330) = 30.0 L,,,,,,,
ch9-comb-1000-001,ch9-comb-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,1000,8000,5,numeric,calculation|reverse|gas-laws,"CHALLENGE: Gas at 1.00 atm, 8.00 L, 27°C is simultaneously compressed to 2.00 L and heated to 327°C. Find the resulting pressure.",,,,,,6,6,3,0.1,atm,P₁|V₁|T₁|V₂|T₂,1.00 atm|8.00 L|300 K|2.00 L|600 K,Solve for P₂: P₂ = P₁V₁T₂ / (V₂T₁). Both compression AND heating increase pressure.,P₁V₁/T₁ = P₂V₂/T₂  →  P₂ = (P₁ × V₁ × T₂) / (V₂ × T₁),P₂ = (1.00 × 8.00 × 600) / (2.00 × 300) = 6.00 atm,,,,,,,
ch9-comb-1000-002,ch9-comb-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,1000,8000,5,numeric,calculation|reverse|gas-laws,"CHALLENGE: Gas at 1.50 atm, 6.00 L, 27°C is simultaneously compressed to 3.00 L and heated to 327°C. Find the resulting pressure.",,,,,,6,6,3,0.1,atm,P₁|V₁|T₁|V₂|T₂,1.50 atm|6.00 L|300 K|3.00 L|600 K,Solve for P₂: P₂ = P₁V₁T₂ / (V₂T₁). Both compression AND heating increase pressure.,P₁V₁/T₁ = P₂V₂/T₂  →  P₂ = (P₁ × V₁ × T₂) / (V₂ × T₁),P₂ = (1.50 × 6.00 × 600) / (3.00 × 300) = 6.00 atm,,,,,,,
ch9-comb-1000-003,ch9-comb-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,1000,8000,5,numeric,calculation|reverse|gas-laws,"CHALLENGE: Gas at 2.00 atm, 4.00 L, 27°C is simultaneously compressed to 1.00 L and heated to 627°C. Find the resulting pressure.",,,,,,16,16,3,0.2,atm,P₁|V₁|T₁|V₂|T₂,2.00 atm|4.00 L|300 K|1.00 L|900 K,Solve for P₂: P₂ = P₁V₁T₂ / (V₂T₁). Both compression AND heating increase pressure.,P₁V₁/T₁ = P₂V₂/T₂  →  P₂ = (P₁ × V₁ × T₂) / (V₂ × T₁),P₂ = (2.00 × 4.00 × 900) / (1.00 × 300) = 16.0 atm,,,,,,,
ch9-comb-1000-004,ch9-comb-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,1000,8000,5,numeric,calculation|reverse|gas-laws,"CHALLENGE: Gas at 1.00 atm, 10.0 L, 27°C is simultaneously compressed to 2.00 L and heated to 627°C. Find the resulting pressure.",,,,,,15,15,3,0.15,atm,P₁|V₁|T₁|V₂|T₂,1.00 atm|10.0 L|300 K|2.00 L|900 K,Solve for P₂: P₂ = P₁V₁T₂ / (V₂T₁). Both compression AND heating increase pressure.,P₁V₁/T₁ = P₂V₂/T₂  →  P₂ = (P₁ × V₁ × T₂) / (V₂ × T₁),P₂ = (1.00 × 10.0 × 900) / (2.00 × 300) = 15.0 atm,,,,,,,
ch9-comb-1000-005,ch9-comb-1000,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Combined Gas Law,comb,1000,8000,5,numeric,calculation|reverse|gas-laws,"CHALLENGE: Gas at 2.00 atm, 6.00 L, 57°C is simultaneously compressed to 3.00 L and heated to 457°C. Find the resulting pressure.",,,,,,6.4,6.4,3,0.1,atm,P₁|V₁|T₁|V₂|T₂,2.00 atm|6.00 L|330 K|3.00 L|730 K,Solve for P₂: P₂ = P₁V₁T₂ / (V₂T₁). Both compression AND heating increase pressure.,P₁V₁/T₁ = P₂V₂/T₂  →  P₂ = (P₁ × V₁ × T₂) / (V₂ × T₁),P₂ = (2.00 × 6.00 × 730) / (3.00 × 330) = 6.40 atm,,,,,,,
ch9-ideal-200-001,ch9-ideal-200,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,200,500,1,mc,conceptual|gas-laws,"In PV = nRT, what does R represent?",Radius of gas particles,Universal gas constant (0.0821 L·atm/mol·K),Rate of reaction,Ratio of pressure to volume,Universal gas constant (0.0821 L·atm/mol·K),,,,,,,,R is constant — its value depends on the pressure units used.,R = 0.0821 L·atm/(mol·K) when P is in atm.,R = 8.314 J/(mol·K) in SI units.,Choose R to match your pressure unit!,,,,,,
ch9-ideal-400-001,ch9-ideal-400,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,400,1000,2,numeric,calculation|gas-laws,What volume does 1.00 mol of an ideal gas occupy at 27°C and 1.00 atm?,,,,,,24.6,24.6,3,0.15,L,n|T|P|R,1.00 mol|300 K|1.00 atm|0.0821 L·atm/mol·K,PV = nRT → V = nRT/P,V = nRT / P,V = (1.00 × 0.0821 × 300) / 1.00 = 24.6 L,,,,,,,
ch9-ideal-400-002,ch9-ideal-400,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,400,1000,2,numeric,calculation|gas-laws,What volume does 2.00 mol of an ideal gas occupy at 27°C and 1.00 atm?,,,,,,49.2,49.2,3,0.2,L,n|T|P|R,2.00 mol|300 K|1.00 atm|0.0821 L·atm/mol·K,PV = nRT → V = nRT/P,V = nRT / P,V = (2.00 × 0.0821 × 300) / 1.00 = 49.2 L,,,,,,,
ch9-ideal-400-003,ch9-ideal-400,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,400,1000,2,numeric,calculation|gas-laws,What volume does 0.500 mol of an ideal gas occupy at 27°C and 2.00 atm?,,,,,,6.15,6.15,3,0.1,L,n|T|P|R,0.500 mol|300.0 K|2.00 atm|0.0821 L·atm/mol·K,PV = nRT → V = nRT/P,V = nRT / P,V = (0.500 × 0.0821 × 300.0) / 2.00 = 6.15 L,,,,,,,
ch9-ideal-400-004,ch9-ideal-400,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,400,1000,2,numeric,calculation|gas-laws,What volume does 1.00 mol of an ideal gas occupy at 127°C and 2.00 atm?,,,,,,16.4,16.4,3,0.12,L,n|T|P|R,1.00 mol|400 K|2.00 atm|0.0821 L·atm/mol·K,PV = nRT → V = nRT/P,V = nRT / P,V = (1.00 × 0.0821 × 400) / 2.00 = 16.4 L,,,,,,,
ch9-ideal-400-005,ch9-ideal-400,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,400,1000,2,numeric,calculation|gas-laws,What volume does 3.00 mol of an ideal gas occupy at 27°C and 3.00 atm?,,,,,,24.6,24.6,3,0.15,L,n|T|P|R,3.00 mol|300 K|3.00 atm|0.0821 L·atm/mol·K,PV = nRT → V = nRT/P,V = nRT / P,V = (3.00 × 0.0821 × 300) / 3.00 = 24.6 L,,,,,,,
ch9-ideal-600-001,ch9-ideal-600,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,600,2000,3,numeric,calculation|gas-laws,"A container holds gas at 2.00 atm, 24.6 L, and 27°C. How many moles are present?",,,,,,2,2,3,0.05,mol,P|V|T|R,2.00 atm|24.6 L|300 K|0.0821 L·atm/mol·K,n = PV / RT,PV = nRT  →  n = PV / RT,n = (2.00 × 24.6) / (0.0821 × 300) = 2.00 mol,,,,,,,
ch9-ideal-600-002,ch9-ideal-600,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,600,2000,3,numeric,calculation|gas-laws,"A container holds gas at 1.00 atm, 12.3 L, and 27°C. How many moles are present?",,,,,,0.5,0.5,3,0.02,mol,P|V|T|R,1.00 atm|12.3 L|300 K|0.0821 L·atm/mol·K,n = PV / RT,PV = nRT  →  n = PV / RT,n = (1.00 × 12.3) / (0.0821 × 300) = 0.500 mol,,,,,,,
ch9-ideal-600-003,ch9-ideal-600,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,600,2000,3,numeric,calculation|gas-laws,"A container holds gas at 4.00 atm, 6.15 L, and 27°C. How many moles are present?",,,,,,1,1,3,0.03,mol,P|V|T|R,4.00 atm|6.15 L|300 K|0.0821 L·atm/mol·K,n = PV / RT,PV = nRT  →  n = PV / RT,n = (4.00 × 6.15) / (0.0821 × 300) = 1.00 mol,,,,,,,
ch9-ideal-600-004,ch9-ideal-600,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,600,2000,3,numeric,calculation|gas-laws,"A container holds gas at 2.00 atm, 16.4 L, and 127°C. How many moles are present?",,,,,,2,2,3,0.05,mol,P|V|T|R,2.00 atm|16.4 L|400 K|0.0821 L·atm/mol·K,n = PV / RT,PV = nRT  →  n = PV / RT,n = (2.00 × 16.4) / (0.0821 × 400) = 2.00 mol,,,,,,,
ch9-ideal-600-005,ch9-ideal-600,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,600,2000,3,numeric,calculation|gas-laws,"A container holds gas at 1.00 atm, 49.2 L, and 27°C. How many moles are present?",,,,,,2,2,3,0.05,mol,P|V|T|R,1.00 atm|49.2 L|300 K|0.0821 L·atm/mol·K,n = PV / RT,PV = nRT  →  n = PV / RT,n = (1.00 × 49.2) / (0.0821 × 300) = 2.00 mol,,,,,,,
ch9-ideal-800-001,ch9-ideal-800,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,800,4000,3,numeric,calculation|molar-mass|gas-laws,What is the mass of O₂ if 2.00 mol is present in a container?,,,,,,64,64,3,0.5,g,n|M(O₂),2.00 mol|32.0 g/mol,mass = n × molar mass. No gas law needed here — but understanding n is the bridge.,mass = 2.00 × 32.0 = 64.0 g,,,,Tests n → mass connection; pairs with $1000 which adds the gas law step.,,,,
ch9-ideal-800-002,ch9-ideal-800,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,800,4000,3,numeric,calculation|molar-mass|gas-laws,What is the mass of N₂ if 3.00 mol is present in a container?,,,,,,84,84,3,0.5,g,n|M(N₂),3.00 mol|28.0 g/mol,mass = n × molar mass. No gas law needed here — but understanding n is the bridge.,mass = 3.00 × 28.0 = 84.0 g,,,,Tests n → mass connection; pairs with $1000 which adds the gas law step.,,,,
ch9-ideal-800-003,ch9-ideal-800,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,800,4000,3,numeric,calculation|molar-mass|gas-laws,What is the mass of CO₂ if 1.00 mol is present in a container?,,,,,,44,44,3,0.5,g,n|M(CO₂),1.00 mol|44.0 g/mol,mass = n × molar mass. No gas law needed here — but understanding n is the bridge.,mass = 1.00 × 44.0 = 44.0 g,,,,Tests n → mass connection; pairs with $1000 which adds the gas law step.,,,,
ch9-ideal-800-004,ch9-ideal-800,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,800,4000,3,numeric,calculation|molar-mass|gas-laws,What is the mass of H₂ if 5.00 mol is present in a container?,,,,,,10.1,10.1,3,0.1,g,n|M(H₂),5.00 mol|2.02 g/mol,mass = n × molar mass. No gas law needed here — but understanding n is the bridge.,mass = 5.00 × 2.02 = 10.1 g,,,,Tests n → mass connection; pairs with $1000 which adds the gas law step.,,,,
ch9-ideal-800-005,ch9-ideal-800,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,800,4000,3,numeric,calculation|molar-mass|gas-laws,What is the mass of Cl₂ if 0.500 mol is present in a container?,,,,,,35.5,35.5,3,0.3,g,n|M(Cl₂),0.500 mol|70.9 g/mol,mass = n × molar mass. No gas law needed here — but understanding n is the bridge.,mass = 0.500 × 70.9 = 35.5 g,,,,Tests n → mass connection; pairs with $1000 which adds the gas law step.,,,,
ch9-ideal-1000-001,ch9-ideal-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,1000,8000,4,numeric,calculation|two-step|gas-laws,Find the volume occupied by 64.0 g of O₂ at 27°C and 1.00 atm.,,,,,,49.2,49.2,3,0.2,L,mass|M(O₂)|T|P|R,64.0 g|32.0 g/mol|300 K|1.00 atm|0.0821 L·atm/mol·K,Step 1: n = mass / M(O₂). Step 2: V = nRT/P.,n = 64.0 / 32.0 = 2.0 mol,V = (2.0 × 0.0821 × 300) / 1.00 = 49.2 L,,,,,,,
ch9-ideal-1000-002,ch9-ideal-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,1000,8000,4,numeric,calculation|two-step|gas-laws,Find the volume occupied by 44.0 g of CO₂ at 27°C and 1.00 atm.,,,,,,24.6,24.6,3,0.15,L,mass|M(CO₂)|T|P|R,44.0 g|44.0 g/mol|300 K|1.00 atm|0.0821 L·atm/mol·K,Step 1: n = mass / M(CO₂). Step 2: V = nRT/P.,n = 44.0 / 44.0 = 1.0 mol,V = (1.0 × 0.0821 × 300) / 1.00 = 24.6 L,,,,,,,
ch9-ideal-1000-003,ch9-ideal-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,1000,8000,4,numeric,calculation|two-step|gas-laws,Find the volume occupied by 56.0 g of N₂ at 127°C and 2.00 atm.,,,,,,24.6,24.6,3,0.15,L,mass|M(N₂)|T|P|R,56.0 g|28.0 g/mol|400 K|2.00 atm|0.0821 L·atm/mol·K,Step 1: n = mass / M(N₂). Step 2: V = nRT/P.,n = 56.0 / 28.0 = 2.0 mol,V = (2.0 × 0.0821 × 400) / 2.00 = 24.6 L,,,,,,,
ch9-ideal-1000-004,ch9-ideal-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,1000,8000,4,numeric,calculation|two-step|gas-laws,Find the volume occupied by 10.1 g of H₂ at 27°C and 1.00 atm.,,,,,,122,122,3,0.5,L,mass|M(H₂)|T|P|R,10.1 g|2.02 g/mol|300 K|1.00 atm|0.0821 L·atm/mol·K,Step 1: n = mass / M(H₂). Step 2: V = nRT/P.,n = 10.1 / 2.02 = 5.0 mol,V = (5.0 × 0.0821 × 300) / 1.00 = 122 L,,,,,,,
ch9-ideal-1000-005,ch9-ideal-1000,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Ideal Gas Law,ideal,1000,8000,4,numeric,calculation|two-step|gas-laws,Find the volume occupied by 35.5 g of Cl₂ at 227°C and 1.00 atm.,,,,,,16.4,16.4,3,0.12,L,mass|M(Cl₂)|T|P|R,35.5 g|70.9 g/mol|500 K|1.00 atm|0.0821 L·atm/mol·K,Step 1: n = mass / M(Cl₂). Step 2: V = nRT/P.,n = 35.5 / 70.9 = 0.501 mol,V = (0.501 × 0.0821 × 500) / 1.00 = 16.4 L,,,,,,,
ch9-avog-200-001,ch9-avog-200,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,200,500,1,mc,conceptual|gas-laws,Avogadro's Law: equal volumes of gases at the same T and P contain:,Equal masses,Equal numbers of molecules,Equal densities,Equal speeds,Equal numbers of molecules,,,,,,,,1 mol of ANY gas at STP = 22.4 L — regardless of which gas!,Avogadro's Law: V₁/n₁ = V₂/n₂ at constant T and P.,Equal volumes → equal moles at the same conditions.,1 mol at STP = 22.4 L (molar volume).,,,,,,
